,id,Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,mid_storey,lower,upper,mid,full_flat_type,address,floor_area_sqft,hdb_age,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls,mrt_nearest_distance,mrt_name,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_name,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,vacancy,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,affiliation,sec_sch_latitude,sec_sch_longitude
69674,79006,2018-07,BUKIT MERAH,5 ROOM,76A,REDHILL RD,19 TO 21,115.0,Improved,2005,885000.0,2018,7,20,19,21,20,5 ROOM Improved,"76A, REDHILL RD",1237.86,16,30,2004,Y,N,N,N,N,174,0,0,0,116,58,0,0,0,0,0,0,0,151076,1.28871632,103.8168546,Bukit Merah,1173.279645,,,6.0,193.4796756,2.0,5.0,16.0,0,122,96.16944371519288,Redhill,0,0,1.289485876,103.8172494,67.67750880025157,Opp Redhill Stn,1.28928144532567,103.81662854691156,356.28492084526465,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,517.5694853315196,Crescent Girls' School,241,0,1.293305114,103.8176348
69696,179695,2019-02,BISHAN,EXECUTIVE,301,SHUNFU RD,10 TO 12,147.0,Maisonette,1985,1028000.0,2019,2,11,10,12,11,EXECUTIVE Maisonette,"301, SHUNFU RD",1582.308,36,11,1984,Y,N,N,N,N,70,0,0,0,0,0,70,0,0,0,0,0,0,570301,1.349357372,103.8383273,Bishan,1046.062713,,,2.0,308.2882821,1.0,1.0,6.0,31,51,252.62541205847617,Marymount,0,0,1.3478730819999998,103.8400478,115.12903350844276,Shunfu Est,1.34939240848355,103.83729222566144,950.8742980901136,Catholic High School,20,1,1.3547888769999998,103.8449341,580.5208939465246,Raffles Institution,257,1,1.346281352,103.8425468
69759,171914,2012-09,MARINE PARADE,5 ROOM,72,MARINE DR,25 TO 27,120.0,Standard,1977,838000.0,2012,9,26,25,27,26,5 ROOM Standard,"72, MARINE DR",1291.6799999999998,44,25,1975,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,440072,1.30428357,103.9083649,Marine Parade,374.1704166,4.0,5.0,6.0,308.3843954,1.0,3.0,6.0,55,143,1799.7775051514184,Eunos,1,0,1.319517275,103.9028941,69.87468766971982,Opp Blk 72,1.30461834682389,103.90783296450576,317.9965338568948,Tao Nan School,34,0,1.304631529,103.9112042,1006.9315368361928,Saint Patrick's School,225,0,1.307678422,103.9167622
69773,82149,2019-05,QUEENSTOWN,4 ROOM,130,CLARENCE LANE,04 TO 06,104.0,Model A,1996,788000.0,2019,5,5,4,6,5,4 ROOM Model A,"130, CLARENCE LANE",1119.456,25,20,1994,Y,N,N,N,N,95,0,0,0,95,0,0,0,0,0,0,0,0,140130,1.292721267,103.8148357,Queenstown,1109.0546,,,6.0,663.4469576,,3.0,12.0,0,122,448.8026813213145,Redhill,0,0,1.289485876,103.8172494,106.00955631075976,Opp SIS Bldg,1.2918699745378002,103.81440639448375,753.5950919924969,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,205.46247458589235,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
69836,70622,2015-06,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,46 TO 48,96.0,Type S1,2011,938000.0,2015,6,47,46,48,47,4 ROOM Type S1,"1F, CANTONMENT RD",1033.344,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85601,1.275986995,103.8411918,Outram,297.0649371,1.0,3.0,11.0,239.5553304,1.0,5.0,11.0,52,108,633.6962186832711,Tanjong Pagar,0,0,1.276060998,103.8468917,50.804653497215135,Opp Maritime Hse,1.27553472200739,103.84112694400494,150.90223701635645,Cantonment Primary School,58,0,1.275505441,103.8399227,1243.8328915660134,Outram Secondary School,188,0,1.286387486,103.8370728
69845,89269,2017-03,QUEENSTOWN,5 ROOM,28A,DOVER CRES,34 TO 36,124.0,Improved,2012,940000.0,2017,3,35,34,36,35,5 ROOM Improved,"28A, DOVER CRES",1334.736,9,40,2009,Y,N,N,N,N,204,0,0,0,126,78,0,0,0,0,0,0,0,131028,1.304915957,103.7821881,Queenstown,698.6433978,,2.0,4.0,960.7227765,,1.0,7.0,72,158,837.5767698013983,one-north,0,0,1.299035627,103.7868968,125.68620174868089,Opp Acs Independent,1.30515500002931,103.7810830559728,601.1137289656176,Fairfield Methodist School,32,1,1.300798691,103.7856922,411.8778250293808,Fairfield Methodist School,241,0,1.301920884,103.7843681
69899,95973,2015-06,KALLANG/WHAMPOA,5 ROOM,2B,UPP BOON KENG RD,10 TO 12,110.0,Improved,2006,792000.0,2015,6,11,10,12,11,5 ROOM Improved,"2B, UPP BOON KENG RD",1184.04,15,29,2006,Y,N,N,N,N,164,0,0,0,110,54,0,0,0,0,0,0,0,382002,1.313614227,103.8716044,Kallang,938.349458,,1.0,9.0,163.4004512,1.0,3.0,12.0,84,60,231.01618454207173,Kallang,0,0,1.311540483,103.8717306,45.42236129817308,Opp Kallang Stn/Blk 2C,1.31324473748019,103.871430158598,1181.7131891119195,Bendemeer Primary School,56,0,1.322208475,103.8653513,1292.4087809332857,Geylang Methodist School,224,0,1.317658971,103.8825037
69916,178168,2016-03,GEYLANG,EXECUTIVE,130,GEYLANG EAST AVE 1,01 TO 03,155.0,Apartment,1987,888000.0,2016,3,2,1,3,2,EXECUTIVE Apartment,"130, GEYLANG EAST AVE 1",1668.4199999999998,34,19,1986,Y,N,N,N,N,85,0,0,0,0,0,85,0,0,0,0,0,0,380130,1.316858776,103.8877612,Geylang,217.9161695,1.0,6.0,6.0,432.2938792,1.0,5.0,13.0,79,82,462.1968234987581,Paya Lebar,0,1,1.318147366,103.8917141,223.6831283326856,Blk 134,1.31580283030533,103.88604854571838,591.1870526487803,Geylang Methodist School,78,1,1.317658971,103.8825037,591.1870526487803,Geylang Methodist School,224,0,1.317658971,103.8825037
69928,67941,2021-01,QUEENSTOWN,4 ROOM,91,DAWSON RD,13 TO 15,83.0,Premium Apartment,2016,810000.0,2021,1,14,13,15,14,4 ROOM Premium Apartment,"91, DAWSON RD",893.4119999999999,5,43,2015,Y,N,N,N,N,150,0,2,22,95,12,0,0,19,0,0,0,0,144091,1.29534041095665,103.812585191493,Queenstown,1051.038238,,,5.0,1042.989914,,,11.0,96,48,722.3413253983773,Queenstown,0,0,1.294250313,103.8061795,156.39401667064874,Bef Margaret Dr,1.29668400003303,103.81216918970024,525.5881360975196,Queenstown Primary School,60,0,1.295988446,103.8079019,211.3861471970178,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
69949,94653,2013-11,GEYLANG,5 ROOM,60,DAKOTA CRES,01 TO 03,140.0,Model A-Maisonette,1983,875000.0,2013,11,2,1,3,2,5 ROOM Model A-Maisonette,"60, DAKOTA CRES",1506.9599999999998,38,15,1982,Y,N,N,N,N,162,0,0,0,28,134,0,0,0,0,0,0,0,390060,1.307285341,103.8885056,Geylang,942.189073,,2.0,13.0,316.2418909,2.0,3.0,9.0,168,54,192.5961250530472,Dakota,0,0,1.308825619,103.889298,103.16113616092238,Dakota Stn Exit B/Blk 60,1.30821308595952,103.88850877408412,427.0231984207489,Kong Hwa School,51,0,1.311114219,103.8882094,204.92188503542613,Broadrick Secondary School,188,0,1.30750538,103.8866754
69969,182001,2021-02,CLEMENTI,EXECUTIVE,116,CLEMENTI ST 13,13 TO 15,151.0,Maisonette,1984,878000.0,2021,2,14,13,15,14,EXECUTIVE Maisonette,"116, CLEMENTI ST 13",1625.3639999999998,37,15,1983,Y,N,N,N,N,98,0,0,0,0,0,98,0,0,0,0,0,0,120116,1.324112539,103.771925,Clementi,1256.020162,,,4.0,1088.375371,,,5.0,18,96,1238.114529183165,Clementi,1,0,1.315405642,103.7649827,31.523260752269625,Blk 116,1.32402249998323,103.77219388896604,1008.9661520083108,Pei Tong Primary School,84,0,1.316148017,103.7675763,1456.210900306883,Clementi Town Secondary School,231,0,1.315474974,103.7620787
70043,151025,2018-03,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,25 TO 27,117.0,DBSS,2011,885000.0,2018,3,26,25,27,26,5 ROOM DBSS,"588B, ANG MO KIO ST 52",1259.388,10,30,2011,Y,N,N,N,N,145,0,0,0,30,115,0,0,0,0,0,0,0,562588,1.371975713,103.8531509,Ang Mo Kio,593.4936759,,2.0,3.0,165.4635445,1.0,3.0,11.0,50,100,453.25471068648113,Ang Mo Kio,1,0,1.369464707,103.849939,126.9951601934902,Blk 527,1.37235305596731,103.8542291670297,149.22219028601123,Jing Shan Primary School,36,0,1.371892676,103.8518111,316.4020269003761,Anderson Secondary School,245,0,1.374242189,103.85143
70049,51015,2015-03,BUKIT MERAH,5 ROOM,21,TELOK BLANGAH CRES,04 TO 06,153.0,Adjoined flat,1975,865000.0,2015,3,5,4,6,5,5 ROOM Adjoined flat,"21, TELOK BLANGAH CRES",1646.8919999999998,46,14,1974,Y,N,N,N,N,152,0,0,148,0,4,0,0,0,0,0,0,0,90021,1.276607945,103.8208981,Bukit Merah,1294.168658,,,3.0,257.9030625,2.0,5.0,13.0,56,77,1182.8615062788538,HarbourFront,1,1,1.265981864,103.8213959,147.94880874561946,Blk 10,1.27758480623244,103.81999451121168,173.12842132293332,CHIJ,67,1,1.276029248,103.8223439,173.12842132293332,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
70110,179691,2018-07,BISHAN,EXECUTIVE,301,SHUNFU RD,10 TO 12,150.0,Maisonette,1985,960000.0,2018,7,11,10,12,11,EXECUTIVE Maisonette,"301, SHUNFU RD",1614.6,36,11,1984,Y,N,N,N,N,70,0,0,0,0,0,70,0,0,0,0,0,0,570301,1.349357372,103.8383273,Bishan,1046.062713,,,2.0,308.2882821,1.0,1.0,6.0,31,51,252.62541205847617,Marymount,0,0,1.3478730819999998,103.8400478,115.12903350844276,Shunfu Est,1.34939240848355,103.83729222566144,950.8742980901136,Catholic High School,20,1,1.3547888769999998,103.8449341,580.5208939465246,Raffles Institution,257,1,1.346281352,103.8425468
70157,179305,2012-09,JURONG EAST,EXECUTIVE,286B,TOH GUAN RD,19 TO 21,140.0,Apartment,1998,810000.0,2012,9,20,19,21,20,EXECUTIVE Apartment,"286B, TOH GUAN RD",1506.9599999999998,23,21,1997,Y,N,N,N,N,113,0,0,0,0,2,111,0,0,0,0,0,0,602286,1.338577829,103.745138,Jurong East,537.7907627,,4.0,5.0,987.91074,,1.0,2.0,60,87,639.7922504430761,Jurong East,1,1,1.333576523,103.7422924,110.77633518851158,Blk 286A,1.33901303401774,103.7460343930108,677.6026470620457,Yuhua Primary School,65,0,1.3429198180000002,103.7408611,1123.0379500087138,Bukit View Secondary School,205,0,1.3457231509999998,103.7522778
70176,79005,2018-06,BUKIT MERAH,5 ROOM,76A,REDHILL RD,19 TO 21,115.0,Improved,2005,876000.0,2018,6,20,19,21,20,5 ROOM Improved,"76A, REDHILL RD",1237.86,16,30,2004,Y,N,N,N,N,174,0,0,0,116,58,0,0,0,0,0,0,0,151076,1.28871632,103.8168546,Bukit Merah,1173.279645,,,6.0,193.4796756,2.0,5.0,16.0,0,122,96.16944371519288,Redhill,0,0,1.289485876,103.8172494,67.67750880025157,Opp Redhill Stn,1.28928144532567,103.81662854691156,356.28492084526465,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,517.5694853315196,Crescent Girls' School,241,0,1.293305114,103.8176348
70186,155480,2019-11,BUKIT MERAH,4 ROOM,9A,BOON TIONG RD,19 TO 21,92.0,Model A,2016,950000.0,2019,11,20,19,21,20,4 ROOM Model A,"9A, BOON TIONG RD",990.288,5,40,2014,Y,N,N,N,N,156,0,0,0,78,78,0,0,0,0,0,0,0,162009,1.286827152,103.8286595,Bukit Merah,171.6445899,1.0,2.0,16.0,176.3920672,3.0,6.0,17.0,30,0,219.37343797466735,Tiong Bahru,0,0,1.285764585,103.8269968,123.90512522925366,Ctrl Green Condo,1.28572048365401,103.82852922870951,380.7247000785719,Zhangde Primary School,62,0,1.28449822,103.826149,601.756203920625,Gan Eng Seng School,223,0,1.289071145,103.8237337
70206,178840,2014-12,TOA PAYOH,EXECUTIVE,237,LOR 1 TOA PAYOH,04 TO 06,146.0,Maisonette,1986,847000.0,2014,12,5,4,6,5,EXECUTIVE Maisonette,"237, LOR 1 TOA PAYOH",1571.544,35,9,1986,Y,N,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,310237,1.339773151,103.8522423,Toa Payoh,1016.751426,,,5.0,254.5547907,3.0,6.0,8.0,80,77,664.2045329011697,Braddell,0,0,1.341078755,103.8464118,61.01509630604213,Blk 237,1.34001833298065,103.85273333299853,389.858480193486,First Toa Payoh Primary School,51,0,1.340526165,103.8556675,225.18537279638213,Beatty Secondary School,211,0,1.341790511,103.85206490000002
70209,127468,2013-09,QUEENSTOWN,4 ROOM,44,STIRLING RD,01 TO 03,97.0,Terrace,1968,825000.0,2013,9,2,1,3,2,4 ROOM Terrace,"44, STIRLING RD",1044.108,53,2,1963,Y,N,N,N,N,4,0,0,0,4,0,0,0,0,0,0,0,0,141044,1.297791663,103.8026579,Queenstown,1032.910018,,,6.0,497.8232294,1.0,3.0,8.0,47,66,555.2678967972867,Queenstown,0,0,1.294250313,103.8061795,96.0251931021524,Blk 42,1.29863585845076,103.80247592925552,374.2556025908152,New Town Primary School,82,0,1.299811388,103.7999648,315.9513688518783,Queensway Secondary School,214,0,1.300475167,103.8017236
70217,52767,2018-12,BUKIT MERAH,4 ROOM,54,HAVELOCK RD,34 TO 36,94.0,Model A,2013,833500.0,2018,12,35,34,36,35,4 ROOM Model A,"54, HAVELOCK RD",1011.816,8,36,2011,Y,N,N,N,N,175,0,0,70,105,0,0,0,0,0,0,0,0,161054,1.289308932,103.8292333,Bukit Merah,389.599339,1.0,2.0,27.0,149.1920533,3.0,5.0,15.0,30,0,465.98240285622654,Tiong Bahru,0,0,1.285764585,103.8269968,158.08844521464476,Blk 79,1.2906068883948798,103.82865297447871,628.5893850936917,Alexandra Primary School,54,0,1.291299035,103.8239408,611.9443117529506,Gan Eng Seng School,223,0,1.289071145,103.8237337
70222,66117,2020-12,CLEMENTI,4 ROOM,311C,CLEMENTI AVE 4,34 TO 36,80.0,DBSS,2014,780000.0,2020,12,35,34,36,35,4 ROOM DBSS,"311C, CLEMENTI AVE 4",861.1199999999999,7,40,2015,Y,Y,N,N,N,296,0,0,74,148,74,0,0,0,0,0,0,0,123311,1.320105793,103.7655735,Clementi,521.7319794,,3.0,4.0,755.0433148,,2.0,5.0,51,105,526.7434007017241,Clementi,1,0,1.315405642,103.7649827,191.5143262473352,Blk 304,1.32049089180327,103.76389432891798,464.46946741908187,Nan Hua Primary School,20,0,1.319836638,103.761404,645.0422572728993,Clementi Town Secondary School,231,0,1.315474974,103.7620787
70284,142304,2018-06,CLEMENTI,5 ROOM,425,CLEMENTI AVE 1,34 TO 36,113.0,Improved,2013,880000.0,2018,6,35,34,36,35,5 ROOM Improved,"425, CLEMENTI AVE 1",1216.332,8,40,2012,Y,N,N,N,N,222,0,0,0,74,148,0,0,0,0,0,0,0,120425,1.309626523,103.7711231,Clementi,735.3282005,,4.0,6.0,522.4076494,,3.0,6.0,18,96,821.945704431907,Dover,0,0,1.311426541,103.7782944,81.81017265329544,Aft Clementi Ave 1,1.30904805161426,103.77157783850733,825.4159778269343,Pei Tong Primary School,84,0,1.316148017,103.7675763,239.68995267224295,New Town Secondary School,189,0,1.309986316,103.773249
70291,73902,2012-09,QUEENSTOWN,5 ROOM,59,STRATHMORE AVE,28 TO 30,110.0,Improved,2000,888888.0,2012,9,29,28,30,29,5 ROOM Improved,"59, STRATHMORE AVE",1184.04,21,30,1999,Y,N,N,N,N,137,0,0,0,101,36,0,0,0,0,0,0,0,142059,1.293189644,103.8112526,Queenstown,784.8629779,,2.0,5.0,763.6377865,,3.0,11.0,96,48,576.1597405932587,Queenstown,0,0,1.294250313,103.8061795,97.91956908575956,Aft Dawson Rd,1.29233498466278,103.81146486767658,485.38530799892106,Queenstown Primary School,60,0,1.295988446,103.8079019,217.1507936257863,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
70293,177426,2015-04,HOUGANG,EXECUTIVE,850,HOUGANG CTRL,13 TO 15,135.0,Apartment,1997,800000.0,2015,4,14,13,15,14,EXECUTIVE Apartment,"850, HOUGANG CTRL",1453.14,24,16,1995,Y,N,N,N,N,55,0,0,0,0,0,55,0,0,0,0,0,0,530850,1.369716381,103.8934299,Hougang,207.0079934,2.0,2.0,6.0,1301.643768,,,3.0,40,0,254.37704563215323,Hougang,1,0,1.371956795,103.8929672,130.29961431797545,Hougang Ctrl Int,1.3706069539461398,103.89266808874676,332.4018169388144,Holy Innocents' Primary School,45,1,1.366737841,103.8936841,333.30755961194905,Holy Innocents' High School,228,0,1.371215065,103.8960266
70366,139812,2016-12,BUKIT MERAH,4 ROOM,53,HAVELOCK RD,31 TO 33,94.0,Model A,2013,825000.0,2016,12,32,31,33,32,4 ROOM Model A,"53, HAVELOCK RD",1011.816,8,40,2011,Y,N,N,N,N,156,0,0,0,117,39,0,0,0,0,0,0,0,161053,1.289336654,103.8289203,Bukit Merah,372.6199442,1.0,2.0,27.0,166.9567327,3.0,5.0,16.0,30,0,451.09605633880864,Tiong Bahru,0,0,1.285764585,103.8269968,144.33607476802834,Blk 79,1.2906068883948798,103.82865297447871,595.0101330028725,Alexandra Primary School,54,0,1.291299035,103.8239408,577.3329824511507,Gan Eng Seng School,223,0,1.289071145,103.8237337
70369,106289,2013-10,CENTRAL AREA,5 ROOM,642,ROWELL RD,25 TO 27,138.0,Model A,1984,790000.0,2013,10,26,25,27,26,5 ROOM Model A,"642, ROWELL RD",1485.432,37,25,1982,Y,Y,N,N,N,88,0,0,0,74,14,0,0,0,0,0,0,0,200642,1.307780514,103.8564952,Rochor,287.049874,3.0,10.0,28.0,63.11176003,1.0,5.0,11.0,66,0,290.31728520911787,Jalan Besar,0,0,1.30549256,103.8552371,143.84450550340705,Opp Veerasamy Rd,1.30653024120879,103.85616302493108,422.21179660534864,Stamford Primary School,62,0,1.304091083,103.857393,1592.5408930166357,Raffles Girls' School,260,1,1.295013834,103.8500025
70388,126523,2014-03,GEYLANG,5 ROOM,30,CASSIA CRES,04 TO 06,120.0,Improved,1998,795000.0,2014,3,5,4,6,5,5 ROOM Improved,"30, CASSIA CRES",1291.6799999999998,23,19,1997,Y,N,N,N,N,155,0,0,0,101,54,0,0,0,0,0,0,0,392030,1.309687215,103.8834754,Geylang,718.6097458,,1.0,8.0,294.3677343,2.0,4.0,11.0,16,78,405.6791596583299,Mountbatten,0,0,1.306045926,103.8832483,100.96822903255284,blk 56,1.31054638768125,103.88318148792813,549.6604455408248,Kong Hwa School,51,0,1.311114219,103.8882094,430.5852267730709,Broadrick Secondary School,188,0,1.30750538,103.8866754
70399,132528,2018-09,BUKIT MERAH,5 ROOM,118C,JLN MEMBINA,28 TO 30,110.0,Improved,2003,880000.0,2018,9,29,28,30,29,5 ROOM Improved,"118C, JLN MEMBINA",1184.04,18,30,2001,Y,N,N,N,N,143,0,0,0,58,85,0,0,0,0,0,0,0,163118,1.282169371,103.8263337,Bukit Merah,484.4457887,1.0,1.0,3.0,233.9533444,1.0,6.0,15.0,28,96,406.5090118947983,Tiong Bahru,0,0,1.285764585,103.8269968,170.1859500850688,Blk 104,1.2810584535542902,103.82528065411316,259.7689279603874,Zhangde Primary School,62,0,1.28449822,103.826149,814.1692398698522,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
70420,128040,2020-12,TOA PAYOH,5 ROOM,153,LOR 2 TOA PAYOH,01 TO 03,121.0,Improved,1999,825000.0,2020,12,2,1,3,2,5 ROOM Improved,"153, LOR 2 TOA PAYOH",1302.444,22,30,1998,Y,N,N,N,N,140,0,0,0,29,111,0,0,0,0,0,0,0,310153,1.333570575,103.8457238,Toa Payoh,214.6484084,1.0,3.0,7.0,518.0645379,,4.0,9.0,40,108,258.962194173957,Toa Payoh,1,0,1.332376442,103.8477238,108.62460103284032,Opp Toa Payoh Stn,1.33306633976898,103.84656071660623,431.220878268434,CHIJ Primary,42,1,1.332818153,103.8419184,356.000672327713,CHIJ Secondary,243,0,1.33246213,103.8427194
70484,181339,2018-04,HOUGANG,EXECUTIVE,852,HOUGANG CTRL,13 TO 15,138.0,Apartment,1997,860000.0,2018,4,14,13,15,14,EXECUTIVE Apartment,"852, HOUGANG CTRL",1485.432,24,16,1995,Y,N,N,N,N,56,0,0,0,0,0,56,0,0,0,0,0,0,530852,1.369700518,103.8937572,Hougang,175.2347011,2.0,2.0,6.0,1335.146835,,,3.0,40,0,265.8123667790767,Hougang,1,0,1.371956795,103.8929672,156.10638002233924,Blk 302,1.368308353364,103.89393838248247,329.53485721867906,Holy Innocents' Primary School,45,1,1.366737841,103.8936841,303.321397191151,Holy Innocents' High School,228,0,1.371215065,103.8960266
70494,178723,2019-06,SERANGOON,EXECUTIVE,321,SERANGOON AVE 2,04 TO 06,146.0,Maisonette,1986,850000.0,2019,6,5,4,6,5,EXECUTIVE Maisonette,"321, SERANGOON AVE 2",1571.544,35,11,1985,Y,N,N,N,N,90,0,0,0,0,0,90,0,0,0,0,0,0,550321,1.351205269,103.8677695,Serangoon,459.1565113,1.0,1.0,3.0,1366.733512,,,4.0,46,36,542.3620288092379,Lorong Chuan,0,0,1.351734789,103.8629194,162.3988286308327,Blk 319,1.3525850182836598,103.86824850324253,256.926147087448,Yangzheng Primary School,44,0,1.348972024,103.8683625,325.402741336224,Zhonghua Secondary School,234,0,1.349097361,103.8698
70538,93280,2015-08,BUKIT MERAH,5 ROOM,115,BT PURMEI RD,01 TO 03,157.0,Model A,1985,799000.0,2015,8,2,1,3,2,5 ROOM Model A,"115, BT PURMEI RD",1689.948,36,16,1984,Y,N,N,N,N,181,0,0,0,136,45,0,0,0,0,0,0,0,90115,1.275352014,103.8269502,Bukit Merah,1229.720218,,,5.0,530.7470451,,3.0,13.0,28,96,1157.8366576260398,Tiong Bahru,0,0,1.285764585,103.8269968,207.2069074828861,Blk 109,1.27413014152159,103.82554290547176,311.00052825337883,Radin Mas Primary School,33,0,1.274961612,103.82418,517.577792666104,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
70573,180464,2017-09,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,146.0,Maisonette,1988,885000.0,2017,9,2,1,3,2,EXECUTIVE Maisonette,"15, TOH YI DR",1571.544,33,4,1987,Y,N,N,N,N,16,0,0,0,0,0,16,0,0,0,0,0,0,590015,1.339310858,103.7720515,Bukit Timah,546.8176402,,3.0,3.0,419.089361,1.0,1.0,1.0,84,95,456.08571418197823,Beauty World,1,0,1.341597171,103.7754578,126.11562507327076,Blk 18,1.3402766921203502,103.77264625507586,472.0852107885668,Pei Hwa Presbyterian Primary School,20,0,1.338055078,103.7761082,1379.811067172376,Yusof Ishak Secondary School,188,0,1.3423337780000002,103.7600131
70578,145258,2021-01,BUKIT MERAH,5 ROOM,118B,JLN MEMBINA,25 TO 27,110.0,Improved,2003,865000.0,2021,1,26,25,27,26,5 ROOM Improved,"118B, JLN MEMBINA",1184.04,18,30,2001,Y,N,N,N,N,143,0,0,0,58,85,0,0,0,0,0,0,0,162118,1.28178928,103.8259896,Bukit Merah,533.7913758,,1.0,4.0,190.3394393,1.0,6.0,14.0,28,96,455.99400987698334,Tiong Bahru,0,0,1.285764585,103.8269968,113.20387385606205,Blk 104,1.2810584535542902,103.82528065411316,301.7411464094754,Zhangde Primary School,62,0,1.28449822,103.826149,757.9423049065053,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
70604,79634,2018-07,CENTRAL AREA,5 ROOM,1E,CANTONMENT RD,13 TO 15,105.0,Type S2,2011,950000.0,2018,7,14,13,15,14,5 ROOM Type S2,"1E, CANTONMENT RD",1130.22,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85501,1.276621683,103.8411561,Outram,341.9262826,1.0,3.0,11.0,231.0320966,1.0,5.0,11.0,52,108,620.0042732057801,Outram Park,0,1,1.281604154,103.8386525,64.77888362258923,Maritime Hse,1.2767686109831595,103.84059222200348,184.9488640156234,Cantonment Primary School,58,0,1.275505441,103.8399227,1176.965115463254,Outram Secondary School,188,0,1.286387486,103.8370728
70614,122900,2019-07,BUKIT MERAH,4 ROOM,126A,KIM TIAN RD,16 TO 18,93.0,Model A,2013,818000.0,2019,7,17,16,18,17,4 ROOM Model A,"126A, KIM TIAN RD",1001.052,8,40,2011,Y,N,N,N,N,214,0,0,0,136,78,0,0,0,0,0,0,0,161126,1.282856548,103.8294964,Bukit Merah,476.9293007,1.0,1.0,7.0,383.7117319,2.0,5.0,18.0,83,259,426.3501261511584,Tiong Bahru,0,0,1.285764585,103.8269968,71.65707284950662,Blk 126 CP,1.2825992459880502,103.82890541983912,414.4834732129568,Zhangde Primary School,62,0,1.28449822,103.826149,929.2630556466328,Outram Secondary School,188,0,1.286387486,103.8370728
70626,115673,2015-08,BUKIT MERAH,4 ROOM,120A,KIM TIAN PL,16 TO 18,100.0,Model A,2001,783888.0,2015,8,17,16,18,17,4 ROOM Model A,"120A, KIM TIAN PL",1076.4,20,29,1999,Y,N,N,N,N,107,0,0,0,56,51,0,0,0,0,0,0,0,161120,1.283246503,103.8278547,Bukit Merah,364.8961522,1.0,1.0,5.0,403.36826,1.0,5.0,16.0,28,96,295.7943793467707,Tiong Bahru,0,0,1.285764585,103.8269968,130.27327530231491,Blk 121,1.28231999999009,103.8285719444802,235.21728449919283,Zhangde Primary School,62,0,1.28449822,103.826149,793.3159107603016,Gan Eng Seng School,223,0,1.289071145,103.8237337
70658,176928,2019-11,SERANGOON,EXECUTIVE,417,SERANGOON CTRL,10 TO 12,154.0,Maisonette,1989,950000.0,2019,11,11,10,12,11,EXECUTIVE Maisonette,"417, SERANGOON CTRL",1657.656,32,13,1988,Y,N,N,N,N,54,0,0,0,0,0,54,0,0,0,0,0,0,550417,1.349936394,103.8750557,Serangoon,364.7420457,1.0,2.0,3.0,1576.479784,,,4.0,65,118,259.1041230108211,Serangoon,1,1,1.350824736,103.8729009,79.68488065497912,S'Goon Stn Exit D/Blk 416,1.35056391832311,103.87470953705504,751.7310760294082,Yangzheng Primary School,44,0,1.348972024,103.8683625,373.768136186623,Saint Gabriel's Secondary School,222,0,1.346644168,103.8757342
70670,70704,2019-09,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,07 TO 09,97.0,Type S1,2011,916000.0,2019,9,8,7,9,8,4 ROOM Type S1,"1C, CANTONMENT RD",1044.108,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85301,1.277449094,103.8416667,Outram,374.6738534,1.0,4.0,11.0,193.7754256,2.0,7.0,11.0,52,108,570.738710276849,Outram Park,0,1,1.281604154,103.8386525,122.66347855506416,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,290.3404423184685,Cantonment Primary School,58,0,1.275505441,103.8399227,1117.4299356151482,Outram Secondary School,188,0,1.286387486,103.8370728
